Subgroup,SubgroupCount,ProteinCluster
MG945412,4,MH552504=_weight-1.76E+0_
MG945412,4,MH552504=_weight-3.12E+3_
MG945412,4,MH552504=_weight-3.14E+1_
MG883713,2,MH552507=_VP1
MG883713,2,MH552507=_VP2
MG883713,2,MH552507=_VP4
MG883713,2,MH552507=_weight-2.36E+0_
MG883713,2,MH552507=_weight-2.48E+0_
MG883713,2,MH552507=_weight-2.85E+0_
MG883713,2,MH552507=_weight-4.24E+2_
MH552509,2,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH552509,2,0_FMGL01000009_Flavonifractor=_weight-3.50E+4_
MH552509,2,0_FMGL01000009_Flavonifractor=_weight-2.61E+3_
MH552509,2,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH552509,2,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH552509,2,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH552509,2,MH552509=_weight-5.45E-1_
MH552509,2,MH552509=_weight-6.47E+2_
MH552509,2,MH552509=_weight-7.17E+0_
MG945184,9,MH552510=_weight-1.44E-1_
MG945184,9,MH552510=_weight-1.54E+0_
MG945184,9,MH552510=_weight-5.60E+1_
MG945184,9,MH552510=_weight-6.61E+0_
MG945184,9,MH552510=_weight-7.79E-1_
MH552512,1,0_CP041230_Bacteroides_xylanisolvens=_weight-2.72E+13_
MH552512,1,MH552512=_VP2
MH552512,1,MH552512=_VP4
MH552512,1,MH552512=_weight-1.05E+2_
MH552512,1,MH552512=_weight-1.62E+2_
MH552512,1,MG945177=_weight-7.60E+0_
MH552512,1,MH552512=_weight-4.24E+1_
MH552515,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH552515,1,MH552515=_VP2
MH552515,1,MH552515=_VP3
MH552515,1,MH552515=_VP8
MH552515,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH552515,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MG945133,12,MH552516=_VP2
MG945133,12,MH552516=_weight-1.33E+1_
MG945133,12,MH552516=_weight-1.41E+2_
MG945133,12,MH552516=_weight-2.06E+0_
MG945133,12,MH552516=_weight-2.27E+1_
MG945133,12,MH552516=_weight-3.69E+2_
MG945133,12,MH552516=_weight-5.22E+0_
MH552523,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH552523,1,0_FMGL01000009_Flavonifractor=_weight-3.50E+4_
MH552523,1,0_FMGL01000009_Flavonifractor=_weight-2.61E+3_
MH552523,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH552523,1,MH552523=_weight-1.31E+2_
MH552523,1,MH552523=_weight-3.68E+0_
MH552523,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH552523,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
0_AYPZ01000002_Rhodobacter_capsulatus_YW2,9,MH552540=_weight-1.09E+1_
0_AYPZ01000002_Rhodobacter_capsulatus_YW2,9,MH552540=_weight-1.91E-1_
0_AYPZ01000002_Rhodobacter_capsulatus_YW2,9,MH552540=_weight-2.46E+0_
0_AYPZ01000002_Rhodobacter_capsulatus_YW2,9,MH552540=_weight-2.51E+1_
0_AYPZ01000002_Rhodobacter_capsulatus_YW2,9,MH552540=_weight-3.09E+3=_VP2_
MH552544,3,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH552544,3,MH552544=_VP3
MH552544,3,MH552544=_VP5
MH552544,3,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH552544,3,MH552544=_weight-1.21E+2_
MH552544,3,MH552544=_weight-9.21E+1=_VP2_
MH552544,3,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH552548,3,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH552548,3,MH552548=_VP2
MH552548,3,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH552548,3,MH552548=_weight-2.93E+2_
MH552548,3,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH552548,3,MH552548=_weight-4.89E+1=_VP5_
MH552548,3,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH552548,3,MH552548=_weight-8.10E+0_
MH552550,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH552550,1,MH552550=_VP2
MH552550,1,MH552550=_VP8
MH552550,1,MH552550=_weight-1.53E+7=_VP4_
MH552550,1,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH552550,1,MH552550=_weight-3.26E-1_
MH552550,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH552552,1,0_Alpavirinae_MH572525=_VP1
MH552552,1,MH552552=_VP2
MH552552,1,0_Alpavirinae_MH572525=_weight-4.88E+6_
MH552552,1,MH552552=_weight-1.01E-1_
MH552552,1,MH552552=_weight-2.76E+1_
MH552552,1,0_Alex_ape=_weight-1.28E+1_
MH552552,1,MH552552=_weight-2.88E+0_
MH552552,1,MH552552=_weight-5.39E+1_
MH552552,1,0_Alpavirinae_MH572525=_weight-1.58E+2_
MG945189,2,MH552556=_weight-1.11E+1_
MG945189,2,MH552556=_weight-1.51E+0_
MG945189,2,MG945496=_weight-2.85E+0_
MG945189,2,MH552556=_weight-1.82E+1_
MG945189,2,MH552556=_weight-2.79E+1_
MG945189,2,MH552556=_weight-4.36E+8=_VP2_
MH552498,4,MH552560=_VP8
MH552498,4,MH552560=_weight-1.10E+3_
MH552498,4,MH552560=_weight-1.61E+4_
MH552498,4,MH552560=_weight-2.16E+1_
MH552498,4,MH552560=_weight-4.66E-2_
MH552498,4,MH552560=_weight-9.23E-2_
MH552498,4,MH552560=_weight-9.74E-2_
MH552567,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH552567,1,MH552567=_VP2
MH552567,1,0_FMGL01000009_Flavonifractor=_weight-2.61E+3_
MH552567,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH552567,1,MH552567=_weight-1.51E-1_
MH552567,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH552567,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH552567,1,MH552567=_weight-7.55E+1_
Kramna_2837_NODE_11_length_5496_cov_359.516817,4,MH552569=_VP2
Kramna_2837_NODE_11_length_5496_cov_359.516817,4,MH552569=_weight-1.30E+1_
Kramna_2837_NODE_11_length_5496_cov_359.516817,4,MH552569=_weight-2.33E-1_
Kramna_2837_NODE_11_length_5496_cov_359.516817,4,MH552569=_weight-3.05E+2_
Kramna_2837_NODE_11_length_5496_cov_359.516817,4,MH552569=_weight-3.47E+0_
Kramna_2837_NODE_11_length_5496_cov_359.516817,4,MH552569=_weight-8.72E+1_
KT264813,2,MH552573=_VP2
MG945374,2,MH552576=_VP4
MG945374,2,MH552576=_weight-1.11E+4_
MG945374,2,MH552576=_weight-1.14E-1_
MG945374,2,MH552576=_weight-1.60E+2_
MG945374,2,MH552576=_weight-1.79E+1_
MG945374,2,MH552576=_weight-2.64E-1_
MG945374,2,MH552576=_weight-3.93E+1_
MG945374,2,MH552576=_weight-4.64E+0_
MG945374,2,MH552576=_weight-6.04E+1_
MG945374,2,MH552576=_weight-8.56E-1_
MG945374,2,MH552576=_weight-8.89E+8=_VP2_
MH572269,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572269,1,0_QNFS01000197_Gammaproteobacteria_bacterium=_weight-9.48E+2_
MH572269,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572269,1,MH572269=_weight-1.57E+1_
MH572269,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572269,1,MH572269=_weight-3.63E+1=_VP3_
MH572269,1,MH572269=_weight-6.04E-1_
MH572269,1,MH572269=_weight-7.78E-2_
MH572270,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572270,1,MH572270=_VP2
MH572270,1,MH572270=_VP3
MH572270,1,MH572270=_VP8
MH572270,1,MH572270=_weight-1.10E+0_
MH572270,1,MH552548=_weight-4.89E+1=_VP5_
MH572270,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572271,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572271,1,MH572271=_VP2
MH572271,1,MH572271=_VP3
MH572271,1,MH572271=_VP8
MH572271,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572271,1,MH572271=_weight-5.49E+1_
MH572272,3,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572272,3,MH572272=_VP2
MH572272,3,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572272,3,MH572272=_VP8
MH572272,3,MH572272=_weight-1.26E+0_
MH572272,3,MH572272=_weight-3.93E+0_
MH572272,3,MH572272=_weight-5.49E+1_
MH572272,3,MH572272=_weight-9.81E+1=_VP3_
MH572272,3,MH572273=_VP2
MH572272,3,MH572273=_weight-1.45E+2_
MH572272,3,MH572273=_weight-2.21E-1_
MH572272,3,MH572273=_weight-4.15E+1=_VP3_
MH572274,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572274,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572274,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572274,1,MH572274=_weight-1.18E+1_
MH572274,1,MH572274=_weight-2.07E+1_
MH572274,1,MH572274=_weight-2.37E+1_
MH572274,1,MH572274=_weight-2.44E+0_
MH572274,1,MH572274=_weight-4.40E+2=_VP3_
MH572274,1,MH572274=_weight-4.64E+2=_VP2_
MH572275,2,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572275,2,MH572275=_VP3
MH572275,2,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572275,2,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572275,2,MH572275=_weight-1.37E+2_
MH572275,2,MH572275=_weight-1.56E+1_
MH572275,2,MH572275=_weight-4.02E+0_
MH572275,2,MH572274=_weight-4.64E+2=_VP2_
MH572276,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572276,1,MH572276=_VP3
MH572276,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572276,1,MH572276=_VP8
MH572276,1,MH572276=_weight-1.19E+1_
MH572276,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572276,1,MH572276=_weight-1.91E+1_
MH572276,1,MH572276=_weight-2.38E+0_
MH572276,1,MH572276=_weight-3.63E+1=_VP2_
MH572276,1,MH572276=_weight-5.98E+1_
MH572276,1,MH572276=_weight-6.95E+0_
MH572277,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572277,1,MH572277=_VP2
MH572277,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572277,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572277,1,MH572277=_weight-1.73E-1_
MH572277,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572277,1,MH572277=_weight-5.01E-1_
MH572277,1,MH572277=_weight-8.18E+3=_VP3_
MH572279,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572279,1,MH572279=_VP2
MH572279,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572279,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572279,1,MH572279=_VP8
MH572279,1,MH572279=_weight-1.19E+0_
MH572279,1,MH572279=_weight-5.89E+2_
MH572279,1,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
0_QNFS01000197_Gammaproteobacteria_bacterium,172,MH572280=_VP2
0_QNFS01000197_Gammaproteobacteria_bacterium,172,MH572281=_VP8
0_QNFS01000197_Gammaproteobacteria_bacterium,172,MH572282=_VP2
0_QNFS01000197_Gammaproteobacteria_bacterium,172,MH572283=_VP2
0_QNFS01000197_Gammaproteobacteria_bacterium,172,MH572284=_weight-4.58E+1_
0_QNFS01000197_Gammaproteobacteria_bacterium,172,MH572286=_VP2
MH572287,11,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572287,11,MH572287=_VP2
MH572287,11,MH572287=_VP3
MH572287,11,MH572287=_VP8
MH572287,11,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572287,11,MH572287=_weight-1.41E-1_
MH572287,11,MH572287=_weight-2.52E+0_
MH572287,11,MH572287=_weight-3.55E+1=_VP5_
MH572287,11,MH572288=_VP5
MH572287,11,MH572288=_weight-1.21E-1_
MH572287,11,MH572288=_weight-1.24E+0_
MH572287,11,MH572288=_weight-1.31E-1_
MH572289,2,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572289,2,MH572289=_VP2
MH572289,2,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572289,2,MH572289=_weight-1.58E+3=_VP3_
MH572289,2,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572289,2,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572290,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572290,1,MH572290=_VP2
MH572290,1,MH572290=_VP5
MH572290,1,MH572290=_VP8
MH572290,1,MH572290=_weight-1.29E-1_
MH572290,1,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572290,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572290,1,MH572290=_weight-9.91E+0_
0_QNFS01000197_Gammaproteobacteria_bacterium,172,MH572291=_VP2
MH572293,2,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572293,2,MH572293=_VP2
MH572293,2,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572293,2,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572293,2,MH572293=_weight-1.03E+0_
MH572293,2,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572293,2,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
KC131023,12,MH572294=_weight-1.10E+1_
0_QNFS01000197_Gammaproteobacteria_bacterium,172,MH572295=_VP2
MH572297,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572297,1,MH572297=_VP2
MH572297,1,MH572297=_VP3
MH572297,1,MH572297=_VP8
MH572297,1,MH572297=_weight-1.01E+0_
MH572297,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572297,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
0_QNFS01000197_Gammaproteobacteria_bacterium,172,MH572298=_weight-7.94E+1_
MH572299,3,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572299,3,MH572299=_VP2
MH572299,3,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572299,3,MH572299=_weight-1.70E+0_
MH572299,3,MH572299=_weight-2.30E+0_
MH572299,3,MH572299=_weight-4.11E+1=_VP3_
MH572299,3,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572299,3,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572300,6,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572300,6,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572300,6,MH572300=_VP5
MH572300,6,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572300,6,MH572300=_weight-2.59E-2_
MH572300,6,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572300,6,0_QNFS01000197_Gammaproteobacteria_bacterium=_weight-9.48E+2_
MH572300,6,MH572300=_weight-5.34E+0_
MH572300,6,MH572301=_weight-1.75E+1_
MH572300,6,MH572301=_weight-5.01E+1_
MH572300,6,MH572302=_weight-1.09E+1_
MH572300,6,MH572302=_weight-6.47E+0_
MH572303,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572303,1,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572303,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572303,1,MH572303=_weight-1.42E-1_
MH572303,1,MH572303=_weight-2.72E+4=_VP2_
MH572303,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572303,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572304,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572304,1,MH572304=_VP2
MH572304,1,MH572304=_VP5
MH572304,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572304,1,MH572304=_weight-1.35E+1_
MH572304,1,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572304,1,MH572304=_weight-5.21E+1_
MH572305,2,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572305,2,MH572305=_VP2
MH572305,2,MH572305=_VP5
MH572305,2,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572305,2,MH572305=_weight-1.13E+0_
MH572305,2,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572305,2,MH572305=_weight-4.97E+1_
MH572305,2,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572305,2,MH572306=_VP2
MH572305,2,MH572306=_weight-1.09E+0_
MH572305,2,MH572306=_weight-5.63E+0_
MH572305,2,MH572306=_weight-8.41E+0_
0_QNFS01000197_Gammaproteobacteria_bacterium,172,MH572307=_weight-1.23E+1_
MH552548,3,MH572308=_VP5
MH552548,3,MH572308=_weight-1.44E-1_
MH552548,3,MH572308=_weight-1.87E+0_
MH552548,3,MH572308=_weight-4.47E+3=_VP3_
MH572309,2,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572309,2,MH572309=_VP2
MH572309,2,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572309,2,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572309,2,MH572309=_weight-1.17E-1_
MH572309,2,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572309,2,MH572309=_weight-6.96E+0_
MH572309,2,MH572310=_VP2
0_QNFS01000197_Gammaproteobacteria_bacterium,172,MH572311=_VP2
0_QNFS01000197_Gammaproteobacteria_bacterium,172,MH572312=_weight-2.73E-1_
MH572313,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572313,1,0_QNFS01000197_Gammaproteobacteria_bacterium=_weight-9.48E+2_
MH572313,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572313,1,MH572313=_weight-1.70E-1_
MH572313,1,MH572313=_weight-2.13E+2=_VP3_
MH572313,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572313,1,MH572313=_weight-7.71E+2=_VP5_
0_QNFS01000197_Gammaproteobacteria_bacterium,172,MH572318=_weight-3.70E+0_
0_QNFS01000197_Gammaproteobacteria_bacterium,172,MH572319=_VP5
MH572320,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572320,1,0_DMOY01000351_Nitrospira_sp.=_weight-2.37E+2_
MH572320,1,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572320,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572320,1,MH572320=_weight-1.20E+1=_VP5_
MH572320,1,MH572320=_weight-1.82E+0_
MH572320,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572321,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572321,1,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572321,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572321,1,MH572321=_weight-1.08E-1_
MH572321,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572321,1,MH572321=_weight-4.32E-1_
MH572321,1,MH572321=_weight-5.69E+2=_VP2_
MH572321,1,MH572321=_weight-7.72E+0=_VP5_
MH572322,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572322,1,MH572322=_VP2
MH572322,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572322,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572322,1,MH572322=_weight-3.20E+0_
MH572322,1,MH572322=_weight-5.69E+1_
MH572322,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572323,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572323,1,MH572323=_VP2
MH572323,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572323,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572323,1,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572323,1,MH572323=_weight-9.56E-1_
MH572324,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572324,1,MH572324=_VP2
MH572324,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572324,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572324,1,MH572324=_weight-1.01E+1_
MH572324,1,MH572324=_weight-1.35E+1_
MH572324,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572324,1,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572325,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572325,1,MH572325=_VP2
MH572325,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572325,1,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572325,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572326,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572326,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572326,1,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572326,1,MH572326=_weight-1.55E+1_
MH572326,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572326,1,MH572326=_weight-2.83E+2=_VP2_
MH572328,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572328,1,MH572328=_VP2
MH572328,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572328,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572328,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572328,1,MH572328=_weight-7.53E-2_
MH572328,1,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572329,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572329,1,MH572329=_VP2
MH572329,1,MH572329=_VP5
MH572329,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572329,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572329,1,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572330,3,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572330,3,MH572330=_VP3
MH572330,3,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572330,3,MH572330=_weight-1.48E+3=_VP2_
MH572330,3,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572330,3,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572330,3,0_QNFS01000197_Gammaproteobacteria_bacterium=_weight-3.67E+0_
MH572331,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572331,1,MH572331=_VP2
MH572331,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572331,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572331,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572331,1,MH572331=_weight-8.76E+2=_VP3_
MH572332,2,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572332,2,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572332,2,MH572332=_weight-1.03E+1_
MH572332,2,HQ157199=_VP2
MH572332,2,MH572332=_weight-2.50E-1_
MH572332,2,MH572332=_weight-2.82E+1_
MH572332,2,MH572332=_weight-5.12E-2_
MH572332,2,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572332,2,0_DMOY01000351_Nitrospira_sp.=_weight-3.22E+1_
MH572333,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572333,1,MH572333=_VP3
MH572333,1,MH572333=_VP8
MH572333,1,MH572333=_weight-1.02E+2=_VP2_
MH572333,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572333,1,MH572333=_weight-2.11E-1_
MH572333,1,MH572333=_weight-2.93E+2=_VP5_
MH572334,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572334,1,MH572334=_VP2
MH572334,1,MH572334=_VP3
MH572334,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572334,1,MH572334=_weight-1.35E+0_
MH572334,1,MH572334=_weight-7.41E+1=_VP5_
MH572334,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572335,1,0_AAIAHK010000044_Campylobacter_jejuni=_weight-1.44E+14_
MH572335,1,MH572335=_VP2
MH572335,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-2.33E+1_
MH572335,1,0_BGZO01000070_Candidatus_Margulisbacteria_bacterium=_weight-6.49E+4_
MH572335,1,MH572335=_weight-5.37E-2_
MH572335,1,0_CAIY01000022_Richelia_intracellularis_HH01_fragment=_weight-8.67E+2_
MH572335,1,MH572335=_weight-6.21E+1=_VP3_
